epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,846.904,0.60982,0.80167,1.11552,0.69259,0.78528,0.82181,0.64158,0.90715,1.00383,1.39387,0.0064162,0.0064162,0.0064162
183,876.455,0.62171,0.80629,1.13062,0.70244,0.78167,0.82385,0.64571,0.90766,0.99065,1.39547,0.0063964,0.0063964,0.0063964
184,906.096,0.6232,0.82817,1.12974,0.70998,0.77191,0.83936,0.66101,0.90776,0.96813,1.39822,0.0063766,0.0063766,0.0063766
185,935.654,0.62605,0.8415,1.12615,0.72074,0.76167,0.84212,0.66176,0.90764,0.98392,1.3983,0.0063568,0.0063568,0.0063568
186,965.019,0.62843,0.82612,1.13055,0.70761,0.77744,0.84685,0.66134,0.90511,0.96784,1.39596,0.006337,0.006337,0.006337
187,994.206,0.62478,0.83543,1.13067,0.73406,0.7589,0.84496,0.66291,0.90384,0.9516,1.39289,0.0063172,0.0063172,0.0063172
188,1023.48,0.61911,0.82614,1.12843,0.73957,0.75425,0.84631,0.66341,0.90097,0.95346,1.38751,0.0062974,0.0062974,0.0062974
189,1052.67,0.61783,0.80867,1.12561,0.70308,0.77308,0.84298,0.65789,0.90116,0.95581,1.3878,0.0062776,0.0062776,0.0062776
190,1081.71,0.62154,0.84415,1.12931,0.70836,0.773,0.83796,0.65918,0.90104,0.95496,1.3889,0.0062578,0.0062578,0.0062578
191,1110.76,0.62362,0.82865,1.13225,0.75239,0.73375,0.84358,0.66036,0.89967,0.94052,1.38918,0.006238,0.006238,0.006238
192,1139.77,0.61787,0.82683,1.12395,0.71757,0.76252,0.84035,0.65943,0.89963,0.93728,1.39125,0.0062182,0.0062182,0.0062182
193,1168.93,0.62701,0.82413,1.13139,0.71125,0.77046,0.83117,0.6516,0.89778,0.93618,1.38977,0.0061984,0.0061984,0.0061984
194,1198.15,0.61419,0.82713,1.12079,0.70941,0.7766,0.84852,0.66381,0.89686,0.92677,1.3935,0.0061786,0.0061786,0.0061786
195,1227.38,0.61479,0.82954,1.12834,0.6874,0.82778,0.84976,0.66634,0.89647,0.9209,1.3916,0.0061588,0.0061588,0.0061588
196,1256.54,0.61456,0.79773,1.11958,0.69069,0.80886,0.8527,0.66778,0.89798,0.92079,1.39443,0.006139,0.006139,0.006139
197,1285.7,0.61251,0.81916,1.11748,0.68275,0.81698,0.84766,0.66461,0.90127,0.92391,1.39844,0.0061192,0.0061192,0.0061192
198,1314.82,0.62369,0.8193,1.12527,0.69938,0.79956,0.84779,0.66477,0.90214,0.90812,1.39813,0.0060994,0.0060994,0.0060994
199,1343.92,0.60886,0.79544,1.11461,0.6955,0.80888,0.84882,0.66626,0.90185,0.91315,1.39888,0.0060796,0.0060796,0.0060796
200,1373.17,0.61146,0.84642,1.12708,0.79607,0.7143,0.84258,0.66117,0.90176,0.92179,1.40123,0.0060598,0.0060598,0.0060598
201,1402.62,0.61596,0.79338,1.12375,0.78271,0.71431,0.83805,0.65864,0.90004,0.9382,1.39944,0.00604,0.00604,0.00604
202,1431.92,0.61578,0.81003,1.12678,0.79429,0.70938,0.83836,0.65954,0.90037,0.93498,1.39631,0.0060202,0.0060202,0.0060202
203,1461.28,0.61047,0.79032,1.11842,0.78481,0.7192,0.83633,0.65601,0.90182,0.93556,1.3979,0.0060004,0.0060004,0.0060004
204,1490.43,0.60413,0.78763,1.11381,0.77908,0.71657,0.83503,0.6565,0.89983,0.93587,1.39716,0.0059806,0.0059806,0.0059806
205,1519.6,0.60412,0.7972,1.11875,0.79743,0.70503,0.83194,0.6514,0.899,0.93828,1.39465,0.0059608,0.0059608,0.0059608
206,1548.78,0.59928,0.78013,1.11387,0.79564,0.69709,0.82717,0.64703,0.9001,0.94142,1.3949,0.005941,0.005941,0.005941
207,1578.35,0.59195,0.76657,1.11182,0.78151,0.71824,0.82759,0.64738,0.90307,0.9478,1.39803,0.0059212,0.0059212,0.0059212
208,1607.71,0.5963,0.78117,1.11053,0.76634,0.72405,0.83221,0.65357,0.90747,0.95248,1.40317,0.0059014,0.0059014,0.0059014
209,1636.85,0.58925,0.76625,1.11121,0.77083,0.72726,0.81824,0.63988,0.91242,0.95571,1.40929,0.0058816,0.0058816,0.0058816
210,1666.23,0.6043,0.78943,1.1184,0.77875,0.72159,0.81547,0.638,0.91527,0.95873,1.41329,0.0058618,0.0058618,0.0058618
211,1695.69,0.60681,0.77333,1.11953,0.7864,0.70701,0.81588,0.63961,0.9156,0.95852,1.41351,0.005842,0.005842,0.005842
212,1725.1,0.59637,0.7454,1.11458,0.80178,0.69515,0.81593,0.63888,0.9153,0.95505,1.41386,0.0058222,0.0058222,0.0058222
213,1754.5,0.60085,0.78373,1.11912,0.75637,0.72935,0.82848,0.64906,0.91759,0.96343,1.41793,0.0058024,0.0058024,0.0058024
214,1783.86,0.59425,0.76958,1.11359,0.76538,0.72077,0.81061,0.63031,0.91782,0.96274,1.41966,0.0057826,0.0057826,0.0057826
215,1813.25,0.59919,0.77645,1.11611,0.82036,0.67856,0.8144,0.63348,0.91517,0.96622,1.41606,0.0057628,0.0057628,0.0057628
216,1842.53,0.5924,0.75887,1.11092,0.71768,0.75313,0.81032,0.63156,0.91348,0.96748,1.4139,0.005743,0.005743,0.005743
217,1871.84,0.59429,0.75925,1.11538,0.71975,0.74144,0.80964,0.63163,0.91378,0.9724,1.41422,0.0057232,0.0057232,0.0057232
218,1901.18,0.59415,0.76049,1.10341,0.71774,0.74415,0.81146,0.6321,0.91262,0.9727,1.41401,0.0057034,0.0057034,0.0057034
219,1930.26,0.59596,0.78873,1.11106,0.71934,0.7455,0.81111,0.63273,0.91212,0.98066,1.41441,0.0056836,0.0056836,0.0056836
220,1959.33,0.58788,0.76849,1.11007,0.71585,0.74683,0.80862,0.63172,0.91417,0.98903,1.41708,0.0056638,0.0056638,0.0056638
221,1988.38,0.59218,0.74786,1.10441,0.74944,0.71294,0.8072,0.63068,0.91558,0.99419,1.41819,0.005644,0.005644,0.005644
222,2017.7,0.58748,0.7534,1.10128,0.76255,0.71305,0.8106,0.63508,0.91488,0.99472,1.41763,0.0056242,0.0056242,0.0056242
223,2046.87,0.58748,0.75279,1.10052,0.77224,0.70622,0.81238,0.63722,0.91521,0.9981,1.4169,0.0056044,0.0056044,0.0056044
224,2076.02,0.57493,0.73313,1.10125,0.76773,0.70387,0.81211,0.63849,0.91502,0.9935,1.41821,0.0055846,0.0055846,0.0055846
225,2105.21,0.57864,0.75166,1.10118,0.69034,0.76322,0.80978,0.6377,0.91409,0.99243,1.41783,0.0055648,0.0055648,0.0055648
226,2134.5,0.57764,0.73929,1.09841,0.75304,0.70507,0.80967,0.63712,0.91193,0.99342,1.41554,0.005545,0.005545,0.005545
227,2163.74,0.57921,0.74069,1.10284,0.7598,0.70652,0.80901,0.63589,0.91068,0.99306,1.41499,0.0055252,0.0055252,0.0055252
228,2192.94,0.57729,0.73312,1.09979,0.75143,0.71445,0.80882,0.63452,0.90945,0.99543,1.41389,0.0055054,0.0055054,0.0055054
229,2222.13,0.57855,0.72274,1.10053,0.75003,0.71633,0.81074,0.63661,0.91094,1.00242,1.41499,0.0054856,0.0054856,0.0054856
230,2251.44,0.57774,0.72504,1.10323,0.74864,0.7147,0.81117,0.63565,0.91129,1.01065,1.41631,0.0054658,0.0054658,0.0054658
231,2280.8,0.58985,0.74409,1.10532,0.74649,0.71504,0.81233,0.63718,0.91234,1.01344,1.41829,0.005446,0.005446,0.005446
232,2310.07,0.58141,0.71259,1.10247,0.74845,0.7123,0.81191,0.638,0.91315,1.01384,1.41939,0.0054262,0.0054262,0.0054262
233,2339.36,0.57655,0.72714,1.09497,0.68468,0.77166,0.80975,0.63575,0.91355,1.01485,1.41962,0.0054064,0.0054064,0.0054064
234,2368.66,0.57275,0.7274,1.09712,0.67643,0.77381,0.8094,0.63468,0.91285,1.01928,1.41928,0.0053866,0.0053866,0.0053866
235,2398.21,0.57735,0.72983,1.09453,0.68883,0.76601,0.80946,0.6339,0.91208,1.01886,1.4185,0.0053668,0.0053668,0.0053668
236,2427.69,0.57525,0.73535,1.10584,0.67609,0.78376,0.8071,0.63263,0.91244,1.02058,1.42038,0.005347,0.005347,0.005347
237,2456.71,0.58495,0.72769,1.09824,0.68316,0.77466,0.80549,0.63075,0.91208,1.02222,1.41976,0.0053272,0.0053272,0.0053272
238,2485.96,0.56482,0.72339,1.09447,0.68482,0.77501,0.805,0.62964,0.91212,1.02679,1.41816,0.0053074,0.0053074,0.0053074
239,2515.01,0.58052,0.74525,1.10024,0.68569,0.77156,0.8212,0.6443,0.91037,1.02632,1.4158,0.0052876,0.0052876,0.0052876
240,2544,0.56384,0.72059,1.09429,0.68456,0.76724,0.81906,0.64219,0.90875,1.02414,1.41434,0.0052678,0.0052678,0.0052678
241,2573.13,0.56062,0.69659,1.08526,0.67542,0.77442,0.81879,0.64168,0.90767,1.02179,1.41329,0.005248,0.005248,0.005248
242,2602.38,0.57165,0.72659,1.09521,0.67001,0.79572,0.82129,0.64199,0.9075,1.02066,1.41291,0.0052282,0.0052282,0.0052282
243,2631.62,0.56662,0.72235,1.09284,0.76047,0.71138,0.82272,0.64382,0.9081,1.02246,1.41354,0.0052084,0.0052084,0.0052084
244,2660.87,0.5623,0.70692,1.08811,0.67703,0.78752,0.82143,0.64268,0.90879,1.02627,1.41424,0.0051886,0.0051886,0.0051886
245,2690.18,0.57769,0.70807,1.0979,0.68522,0.78378,0.82537,0.64643,0.90902,1.02683,1.41355,0.0051688,0.0051688,0.0051688
246,2719.31,0.56223,0.703,1.08706,0.67623,0.78997,0.82547,0.64657,0.90941,1.03134,1.41373,0.005149,0.005149,0.005149
247,2748.4,0.56529,0.70593,1.09101,0.67138,0.79954,0.82652,0.64573,0.90892,1.03189,1.41374,0.0051292,0.0051292,0.0051292
248,2777.51,0.56736,0.71177,1.09609,0.70743,0.76799,0.82797,0.64822,0.90904,1.03447,1.41381,0.0051094,0.0051094,0.0051094
249,2806.82,0.55108,0.69525,1.09152,0.70391,0.76822,0.82719,0.64829,0.90919,1.03614,1.41386,0.0050896,0.0050896,0.0050896
250,2836.14,0.56261,0.7137,1.09831,0.70978,0.75629,0.82575,0.64734,0.90991,1.03844,1.41451,0.0050698,0.0050698,0.0050698
251,2865.42,0.55571,0.70155,1.08092,0.71175,0.75408,0.82412,0.64519,0.90967,1.0405,1.41481,0.00505,0.00505,0.00505
252,2894.67,0.54832,0.69228,1.08172,0.71257,0.75665,0.82387,0.64508,0.91144,1.04193,1.41636,0.0050302,0.0050302,0.0050302
253,2924.08,0.55183,0.6792,1.08418,0.70637,0.76351,0.82377,0.64486,0.91204,1.04274,1.41713,0.0050104,0.0050104,0.0050104
254,2953.36,0.55842,0.70127,1.09024,0.71853,0.76072,0.82615,0.64681,0.9117,1.04522,1.41637,0.0049906,0.0049906,0.0049906
